student_id,course_id,session_start,session_end,page_views,downloads,forum_posts
LMS-2050,COURSE-010,2024-10-14 18:27:00,2024-10-14 21:05:00,7.0,2,4
LMS-2050,COURSE-001,2024-10-04 18:58:00,2024-10-04 20:18:00,23.0,8,4
LMS-2050,COURSE-006,2025-01-14 08:53:00,2025-01-14 10:17:00,24.0,9,4
LMS-2050,COURSE-001,2025-02-20 07:59:00,2025-02-20 10:37:00,43.0,3,0
LMS-2050,COURSE-006,2025-04-28 17:35:00,2025-04-28 20:15:00,2.0,4,3
LMS-2050,COURSE-001,2025-01-23 14:28:00,2025-01-23 15:45:00,1.0,5,2
LMS-2050,COURSE-001,2025-03-01 16:50:00,2025-03-01 19:24:00,36.0,3,0
LMS-2050,COURSE-002,2024-11-17 18:42:00,2024-11-17 21:14:00,33.0,4,1
LMS-2050,COURSE-004,2025-02-19 15:36:00,2025-02-19 16:54:00,30.0,5,0
LMS-2050,COURSE-008,2024-10-14 15:22:00,2024-10-14 17:05:00,25.0,6,1
LMS-2050,COURSE-007,2024-11-18 17:55:00,2024-11-18 20:42:00,10.0,2,2
LMS-2050,COURSE-009,2025-03-02 16:09:00,2025-03-02 16:14:00,49.0,6,0
LMS-2050,COURSE-002,2025-02-14 09:42:00,2025-02-14 09:49:00,13.0,5,3
LMS-2050,COURSE-001,2024-11-19 09:26:00,2024-11-19 10:09:00,16.0,5,2
LMS-2050,COURSE-003,2024-11-28 15:07:00,2024-11-28 16:31:00,17.0,6,2
LMS-2050,COURSE-005,2024-12-21 07:49:00,2024-12-21 08:15:00,22.0,7,1
LMS-2050,COURSE-006,2025-03-17 12:14:00,2025-03-17 14:56:00,22.0,4,4
LMS-2050,COURSE-001,2025-02-25 20:52:00,2025-02-25 23:34:00,47.0,1,4
LMS-2050,COURSE-001,2025-04-10 10:58:00,2025-04-10 11:09:00,49.0,7,3
LMS-2050,COURSE-002,2025-04-07 17:28:00,2025-04-07 18:20:00,37.0,5,0
LMS-2050,COURSE-007,2024-12-11 09:14:00,2024-12-11 10:11:00,37.0,7,3
LMS-2050,COURSE-003,2024-09-24 17:32:00,2024-09-24 19:01:00,30.0,7,1
LMS-2050,COURSE-009,2024-10-18 21:22:00,2024-10-18 22:00:00,10.0,6,4
LMS-2050,COURSE-003,2025-02-06 08:43:00,2025-02-06 10:07:00,13.0,8,0
LMS-2050,COURSE-002,2025-01-02 16:46:00,2025-01-02 17:42:00,38.0,8,1
LMS-2050,COURSE-008,2024-09-23 08:47:00,2024-09-23 11:01:00,37.0,4,4
LMS-2050,COURSE-003,2025-01-24 11:49:00,2025-01-24 12:46:00,19.0,2,0
LMS-2050,COURSE-010,2024-09-06 15:26:00,2024-09-06 17:46:00,37.0,8,2
LMS-2050,COURSE-003,2024-10-19 07:58:00,2024-10-19 09:03:00,31.0,3,1
LMS-2050,COURSE-008,2025-03-07 13:47:00,2025-03-07 15:32:00,5.0,5,0
LMS-2050,COURSE-010,2025-01-22 16:08:00,2025-01-22 16:41:00,24.0,9,3
LMS-2050,COURSE-001,2024-09-20 18:48:00,2024-09-20 20:30:00,41.0,1,1
LMS-2050,COURSE-003,2025-03-07 07:29:00,2025-03-07 08:47:00,7.0,7,0
LMS-2050,COURSE-001,2024-09-15 12:57:00,2024-09-15 14:01:00,43.0,8,4
LMS-2050,COURSE-001,2024-10-11 14:37:00,2024-10-11 14:52:00,,6,1
LMS-2050,COURSE-008,2025-04-07 10:34:00,2025-04-07 11:32:00,37.0,7,3
LMS-2050,COURSE-010,2025-03-05 16:58:00,2025-03-05 18:52:00,30.0,0,2
LMS-2050,COURSE-004,2025-01-02 16:28:00,2025-01-02 19:22:00,24.0,2,4
LMS-2050,COURSE-002,2025-02-09 07:16:00,2025-02-09 09:27:00,22.0,6,2
LMS-2050,COURSE-006,2025-01-31 12:30:00,2025-01-31 13:55:00,15.0,0,2
LMS-2050,COURSE-004,2024-09-26 15:48:00,2024-09-26 17:39:00,6.0,6,0
LMS-2050,COURSE-009,2024-09-04 20:21:00,2024-09-04 22:22:00,31.0,9,4
LMS-2050,COURSE-009,2025-02-16 21:27:00,2025-02-16 22:16:00,31.0,1,3
LMS-2050,COURSE-002,2025-04-17 15:29:00,2025-04-17 17:05:00,42.0,2,1
LMS-2050,COURSE-002,2024-12-09 19:33:00,2024-12-09 22:11:00,9.0,9,1
LMS-2050,COURSE-009,2025-02-23 17:47:00,2025-02-23 19:00:00,39.0,7,1
LMS-2050,COURSE-008,2025-02-28 16:57:00,2025-02-28 18:42:00,37.0,9,3
LMS-2050,COURSE-004,2025-01-19 12:20:00,2025-01-19 14:13:00,8.0,5,0
LMS-2050,COURSE-001,2025-03-04 07:12:00,2025-03-04 08:56:00,14.0,9,2
LMS-2050,COURSE-004,2025-03-18 17:02:00,2025-03-18 18:28:00,,7,3
LMS-2050,COURSE-005,2024-10-04 11:15:00,2024-10-04 11:47:00,38.0,5,2
LMS-2050,COURSE-002,2024-09-27 10:21:00,2024-09-27 12:35:00,21.0,5,1
LMS-2050,COURSE-003,2024-09-14 17:03:00,2024-09-14 17:28:00,29.0,8,0
LMS-2050,COURSE-006,2025-01-06 14:18:00,2025-01-06 15:39:00,38.0,5,0
LMS-2050,COURSE-009,2024-09-17 08:04:00,2024-09-17 10:23:00,29.0,6,1
LMS-2050,COURSE-004,2025-02-09 13:16:00,2025-02-09 15:25:00,46.0,7,1
LMS-2051,COURSE-009,2024-09-12 15:23:00,2024-09-12 16:26:00,5.0,0,0
LMS-2051,COURSE-005,2025-02-08 15:47:00,2025-02-08 16:46:00,5.0,6,0
LMS-2051,COURSE-004,2025-04-08 14:35:00,2025-04-08 14:53:00,24.0,3,4
LMS-2051,COURSE-007,2025-01-14 08:32:00,2025-01-14 09:38:00,16.0,3,1
LMS-2051,COURSE-007,2024-12-09 15:19:00,2024-12-09 16:44:00,17.0,4,0
LMS-2051,COURSE-003,2024-12-20 15:59:00,2024-12-20 18:52:00,33.0,6,3
LMS-2051,COURSE-002,2024-10-05 11:15:00,2024-10-05 14:10:00,34.0,3,2
LMS-2051,COURSE-007,2025-02-03 13:52:00,2025-02-03 15:00:00,45.0,4,0
LMS-2051,COURSE-010,2024-11-20 20:38:00,2024-11-20 22:46:00,32.0,7,3
LMS-2051,COURSE-010,2024-10-25 10:12:00,2024-10-25 13:06:00,30.0,4,1
LMS-2051,COURSE-001,2024-10-23 08:46:00,2024-10-23 09:16:00,7.0,2,0
LMS-2051,COURSE-001,2024-11-06 15:14:00,2024-11-06 18:01:00,18.0,1,4
LMS-2051,COURSE-005,2025-03-27 11:23:00,2025-03-27 13:03:00,16.0,5,0
LMS-2051,COURSE-010,2024-09-19 20:21:00,2024-09-19 20:36:00,34.0,4,1
LMS-2051,COURSE-010,2025-01-07 21:21:00,2025-01-07 21:39:00,11.0,1,2
LMS-2051,COURSE-006,2025-01-18 15:51:00,2025-01-18 17:05:00,20.0,3,2
LMS-2051,COURSE-007,2025-01-16 20:46:00,2025-01-16 21:12:00,33.0,7,2
LMS-2051,COURSE-002,2024-11-19 16:51:00,2024-11-19 18:53:00,41.0,3,3
LMS-2051,COURSE-005,2024-11-05 21:28:00,2024-11-05 23:45:00,23.0,4,0
LMS-2051,COURSE-004,2024-10-08 11:50:00,2024-10-08 13:11:00,6.0,1,3
LMS-2051,COURSE-004,2025-03-09 20:28:00,2025-03-09 23:04:00,37.0,9,4
LMS-2051,COURSE-005,2025-03-30 13:37:00,2025-03-30 14:30:00,49.0,1,0
LMS-2051,COURSE-010,2024-11-30 09:07:00,2024-11-30 09:31:00,16.0,1,4
LMS-2051,COURSE-009,2024-12-15 10:02:00,2024-12-15 10:31:00,9.0,3,4
LMS-2051,COURSE-007,2024-11-10 17:19:00,2024-11-10 20:08:00,34.0,3,4
LMS-2051,COURSE-001,2024-09-06 14:39:00,2024-09-06 15:02:00,10.0,1,0
LMS-2051,COURSE-001,2024-09-16 09:21:00,2024-09-16 11:49:00,37.0,6,3
LMS-2051,COURSE-003,2024-11-30 11:24:00,2024-11-30 12:43:00,9.0,4,3
LMS-2051,COURSE-002,2024-11-27 12:15:00,2024-11-27 13:25:00,20.0,3,1
LMS-2051,COURSE-008,2024-11-11 08:14:00,2024-11-11 10:04:00,24.0,0,4
LMS-2051,COURSE-002,2025-01-06 07:25:00,2025-01-06 08:37:00,24.0,4,0
LMS-2051,COURSE-001,2024-12-28 21:26:00,2024-12-28 22:19:00,36.0,0,4
LMS-2051,COURSE-006,2025-04-23 17:14:00,2025-04-23 18:55:00,,9,4
LMS-2051,COURSE-008,2025-03-08 08:27:00,2025-03-08 09:47:00,6.0,7,1
LMS-2051,COURSE-004,2025-01-10 18:08:00,2025-01-10 20:38:00,5.0,8,1
LMS-2051,COURSE-008,2024-11-27 10:39:00,2024-11-27 12:49:00,41.0,2,3
LMS-2051,COURSE-003,2024-11-18 12:03:00,2024-11-18 12:39:00,22.0,1,3
LMS-2051,COURSE-001,2024-10-28 14:23:00,2024-10-28 17:15:00,,9,3
LMS-2051,COURSE-006,2025-01-20 15:24:00,2025-01-20 15:53:00,46.0,3,2
LMS-2051,COURSE-007,2024-09-20 17:22:00,2024-09-20 18:05:00,42.0,9,1
LMS-2051,COURSE-001,2024-12-17 13:25:00,2024-12-17 15:44:00,9.0,7,3
LMS-2051,COURSE-002,2025-04-03 13:48:00,2025-04-03 14:55:00,44.0,2,0
LMS-2051,COURSE-009,2024-12-12 07:25:00,2024-12-12 09:10:00,36.0,6,0
LMS-2051,COURSE-002,2024-10-01 12:21:00,2024-10-01 13:28:00,40.0,1,4
LMS-2051,COURSE-009,2024-12-17 11:51:00,2024-12-17 14:04:00,4.0,5,4
LMS-2051,COURSE-006,2025-01-10 15:17:00,2025-01-10 16:02:00,16.0,7,2
LMS-2051,COURSE-009,2025-01-11 17:39:00,2025-01-11 18:08:00,35.0,0,1
LMS-2051,COURSE-004,2024-10-14 16:24:00,2024-10-14 18:08:00,12.0,4,0
LMS-2051,COURSE-003,2024-10-09 20:51:00,2024-10-09 23:32:00,42.0,5,2
LMS-2051,COURSE-002,2025-03-08 12:51:00,2025-03-08 13:10:00,16.0,2,1
LMS-2051,COURSE-005,2024-11-19 19:28:00,2024-11-19 22:10:00,25.0,7,1
LMS-2051,COURSE-007,2024-09-08 17:51:00,2024-09-08 20:35:00,39.0,1,0
LMS-2051,COURSE-010,2025-01-21 08:11:00,2025-01-21 08:29:00,39.0,2,2
LMS-2051,COURSE-010,2024-10-08 21:37:00,2024-10-08 22:49:00,21.0,3,1
LMS-2051,COURSE-004,2024-09-17 07:26:00,2024-09-17 09:25:00,42.0,6,0
LMS-2051,COURSE-002,2025-03-13 07:38:00,2025-03-13 08:26:00,31.0,2,1
LMS-2051,COURSE-010,2025-03-22 07:01:00,2025-03-22 08:36:00,35.0,7,4
LMS-2051,COURSE-008,2025-03-20 16:25:00,2025-03-20 16:54:00,47.0,6,2
LMS-2051,COURSE-002,2024-12-30 20:09:00,2024-12-30 22:02:00,,8,2
LMS-2051,COURSE-001,2025-03-13 21:22:00,2025-03-13 21:31:00,32.0,0,1
LMS-2052,COURSE-007,2024-10-25 18:59:00,2024-10-25 20:06:00,29.0,7,3
LMS-2052,COURSE-007,2025-04-10 13:50:00,2025-04-10 14:23:00,49.0,1,4
LMS-2052,COURSE-002,2025-04-07 09:03:00,2025-04-07 11:35:00,6.0,5,2
LMS-2052,COURSE-001,2024-11-27 13:36:00,2024-11-27 16:20:00,7.0,8,4
LMS-2052,COURSE-007,2025-02-05 09:12:00,2025-02-05 09:38:00,29.0,9,1
LMS-2052,COURSE-002,2024-09-18 14:06:00,2024-09-18 14:47:00,41.0,3,1
LMS-2052,COURSE-007,2024-10-10 09:04:00,2024-10-10 10:38:00,7.0,6,4
LMS-2052,COURSE-010,2024-12-31 14:43:00,2024-12-31 15:29:00,48.0,5,0
LMS-2052,COURSE-007,2024-09-01 14:38:00,2024-09-01 17:23:00,37.0,6,0
LMS-2052,COURSE-007,2025-04-13 13:50:00,2025-04-13 16:08:00,48.0,3,4
LMS-2052,COURSE-003,2025-02-13 19:07:00,2025-02-13 19:51:00,30.0,0,0
LMS-2052,COURSE-010,2024-10-09 17:00:00,2024-10-09 17:24:00,31.0,2,4
LMS-2052,COURSE-002,2024-09-15 09:03:00,2024-09-15 10:54:00,18.0,2,3
LMS-2052,COURSE-010,2025-02-26 10:38:00,2025-02-26 13:25:00,9.0,1,1
LMS-2052,COURSE-010,2024-11-06 11:03:00,2024-11-06 12:24:00,26.0,9,4
LMS-2052,COURSE-010,2025-03-18 16:21:00,2025-03-18 19:18:00,33.0,8,2
LMS-2052,COURSE-005,2024-10-12 13:56:00,2024-10-12 14:45:00,41.0,8,1
LMS-2052,COURSE-007,2024-10-21 21:04:00,2024-10-21 22:12:00,30.0,9,3
LMS-2052,COURSE-007,2025-01-15 21:01:00,2025-01-15 22:20:00,36.0,1,2
LMS-2052,COURSE-004,2025-02-19 21:39:00,2025-02-19 22:27:00,38.0,3,0
LMS-2052,COURSE-009,2025-02-10 15:55:00,2025-02-10 18:28:00,36.0,4,0
LMS-2052,COURSE-010,2024-12-09 13:51:00,2024-12-09 15:14:00,18.0,4,2
LMS-2052,COURSE-006,2025-03-11 18:27:00,2025-03-11 19:16:00,24.0,7,0
LMS-2052,COURSE-003,2025-01-12 20:24:00,2025-01-12 22:00:00,27.0,6,1
LMS-2052,COURSE-005,2024-11-04 13:38:00,2024-11-04 15:38:00,8.0,5,3
LMS-2052,COURSE-006,2025-03-17 10:24:00,2025-03-17 12:29:00,43.0,1,0
LMS-2052,COURSE-003,2024-09-15 16:23:00,2024-09-15 18:12:00,27.0,2,1
LMS-2052,COURSE-005,2025-04-04 20:36:00,2025-04-04 21:03:00,40.0,9,1
LMS-2052,COURSE-008,2025-03-03 07:21:00,2025-03-03 09:02:00,30.0,4,4
LMS-2052,COURSE-007,2024-11-20 08:42:00,2024-11-20 08:58:00,26.0,8,1
LMS-2052,COURSE-004,2025-02-27 09:48:00,2025-02-27 11:43:00,32.0,2,2
LMS-2052,COURSE-003,2024-11-05 16:13:00,2024-11-05 17:07:00,45.0,6,2
LMS-2052,COURSE-008,2024-12-24 07:20:00,2024-12-24 08:20:00,21.0,7,3
LMS-2052,COURSE-008,2025-03-30 08:28:00,2025-03-30 09:10:00,40.0,5,2
LMS-2052,COURSE-004,2024-10-25 18:33:00,2024-10-25 21:06:00,27.0,1,4
LMS-2052,COURSE-005,2025-03-10 16:15:00,2025-03-10 17:36:00,7.0,8,4
LMS-2052,COURSE-004,2024-11-24 07:28:00,2024-11-24 08:21:00,30.0,4,1
LMS-2052,COURSE-003,2025-02-28 07:27:00,2025-02-28 08:55:00,24.0,3,1
LMS-2053,COURSE-002,2025-01-23 10:03:00,2025-01-23 12:38:00,12.0,1,1
LMS-2053,COURSE-002,2024-09-01 09:29:00,2024-09-01 12:02:00,35.0,6,3
LMS-2053,COURSE-007,2025-03-06 07:30:00,2025-03-06 08:01:00,20.0,6,4
LMS-2053,COURSE-003,2025-03-31 18:21:00,2025-03-31 18:30:00,47.0,0,4
LMS-2053,COURSE-004,2024-11-20 20:35:00,2024-11-20 22:18:00,9.0,2,2
LMS-2053,COURSE-007,2024-12-12 18:22:00,2024-12-12 19:25:00,11.0,9,0
LMS-2053,COURSE-010,2024-10-17 09:37:00,2024-10-17 11:48:00,19.0,9,0
LMS-2053,COURSE-003,2025-02-03 20:08:00,2025-02-03 22:03:00,15.0,1,1
LMS-2053,COURSE-007,2025-02-21 11:26:00,2025-02-21 13:25:00,1.0,5,4
LMS-2053,COURSE-008,2024-09-28 10:12:00,2024-09-28 11:15:00,44.0,2,3
LMS-2053,COURSE-005,2024-10-15 18:59:00,2024-10-15 20:48:00,25.0,1,4
LMS-2053,COURSE-003,2024-10-01 18:17:00,2024-10-01 20:35:00,13.0,5,3
LMS-2053,COURSE-006,2025-01-13 11:53:00,2025-01-13 14:09:00,7.0,8,2
LMS-2053,COURSE-005,2025-01-25 07:28:00,2025-01-25 08:17:00,3.0,9,4
LMS-2053,COURSE-002,2025-04-21 19:44:00,2025-04-21 21:04:00,45.0,9,0
LMS-2053,COURSE-001,2024-09-17 09:40:00,2024-09-17 11:47:00,17.0,8,3
LMS-2053,COURSE-002,2025-04-20 15:06:00,2025-04-20 17:01:00,3.0,4,3
LMS-2053,COURSE-005,2025-03-20 09:53:00,2025-03-20 10:37:00,23.0,5,0
LMS-2053,COURSE-004,2025-04-08 09:32:00,2025-04-08 12:06:00,27.0,3,2
LMS-2053,COURSE-003,2024-10-07 10:57:00,2024-10-07 11:33:00,15.0,1,0
LMS-2053,COURSE-010,2025-03-07 10:22:00,2025-03-07 12:04:00,22.0,5,0
LMS-2053,COURSE-006,2024-11-06 17:25:00,2024-11-06 19:56:00,30.0,6,3
LMS-2053,COURSE-008,2024-11-26 19:42:00,2024-11-26 22:29:00,35.0,8,4
LMS-2053,COURSE-002,2024-12-21 08:59:00,2024-12-21 11:02:00,44.0,1,4
LMS-2053,COURSE-002,2024-12-25 15:33:00,2024-12-25 15:44:00,15.0,3,1
LMS-2053,COURSE-005,2025-02-16 18:15:00,2025-02-16 20:50:00,31.0,7,0
LMS-2053,COURSE-001,2024-10-22 09:00:00,2024-10-22 09:12:00,38.0,3,1
LMS-2053,COURSE-005,2024-11-28 19:39:00,2024-11-28 20:04:00,1.0,9,2
LMS-2053,COURSE-003,2025-04-13 13:28:00,2025-04-13 15:26:00,40.0,5,0
LMS-2053,COURSE-006,2025-04-13 16:33:00,2025-04-13 19:13:00,8.0,0,3
LMS-2053,COURSE-002,2025-04-17 10:04:00,2025-04-17 11:42:00,33.0,2,1
LMS-2053,COURSE-006,2025-01-21 12:50:00,2025-01-21 14:26:00,38.0,9,0
LMS-2053,COURSE-007,2024-09-24 20:10:00,2024-09-24 21:38:00,47.0,9,3
LMS-2053,COURSE-002,2024-10-21 17:30:00,2024-10-21 18:07:00,34.0,4,1
LMS-2053,COURSE-010,2024-11-12 07:24:00,2024-11-12 07:42:00,25.0,6,0
LMS-2053,COURSE-001,2024-10-23 11:45:00,2024-10-23 14:07:00,21.0,6,0
LMS-2053,COURSE-001,2025-02-09 14:50:00,2025-02-09 16:13:00,25.0,8,1
LMS-2053,COURSE-004,2025-01-26 10:27:00,2025-01-26 12:53:00,38.0,4,3
LMS-2053,COURSE-003,2024-11-10 13:39:00,2024-11-10 16:26:00,28.0,4,3
LMS-2053,COURSE-004,2024-10-28 08:10:00,2024-10-28 08:18:00,44.0,9,1
LMS-2053,COURSE-009,2025-02-25 15:12:00,2025-02-25 16:35:00,18.0,9,3
LMS-2053,COURSE-010,2024-10-08 15:09:00,2024-10-08 17:28:00,5.0,2,4
LMS-2053,COURSE-002,2025-04-27 15:07:00,2025-04-27 16:02:00,46.0,0,1
LMS-2053,COURSE-002,2024-09-12 18:38:00,2024-09-12 21:33:00,37.0,3,4
LMS-2053,COURSE-010,2025-02-21 12:16:00,2025-02-21 15:04:00,32.0,4,4
LMS-2053,COURSE-003,2025-01-11 17:31:00,2025-01-11 18:29:00,10.0,8,3
LMS-2053,COURSE-001,2025-01-17 14:03:00,2025-01-17 15:09:00,48.0,1,1
LMS-2053,COURSE-003,2024-09-06 07:57:00,2024-09-06 08:52:00,36.0,0,3
LMS-2053,COURSE-006,2025-02-13 14:06:00,2025-02-13 14:51:00,8.0,6,4
LMS-2053,COURSE-001,2024-11-15 21:19:00,2024-11-15 23:46:00,34.0,6,1
LMS-2053,COURSE-007,2024-11-21 12:58:00,2024-11-21 13:41:00,24.0,5,3
LMS-2053,COURSE-002,2024-09-18 10:57:00,2024-09-18 12:59:00,44.0,9,0
LMS-2053,COURSE-003,2024-10-25 07:35:00,2024-10-25 08:35:00,42.0,1,3
LMS-2053,COURSE-010,2024-10-16 16:59:00,2024-10-16 17:36:00,17.0,9,4
LMS-2053,COURSE-004,2025-04-03 20:03:00,2025-04-03 20:15:00,25.0,1,1
LMS-2053,COURSE-002,2025-02-08 18:39:00,2025-02-08 19:33:00,47.0,4,4
LMS-2053,COURSE-009,2025-04-07 21:03:00,2025-04-07 21:35:00,14.0,4,3
LMS-2053,COURSE-001,2024-10-03 11:37:00,2024-10-03 14:05:00,7.0,3,4
LMS-2053,COURSE-004,2024-11-30 20:52:00,2024-11-30 23:50:00,11.0,4,2
LMS-2053,COURSE-005,2025-04-21 07:08:00,2025-04-21 09:35:00,7.0,9,3
LMS-2053,COURSE-001,2025-03-24 16:31:00,2025-03-24 16:37:00,46.0,9,1
LMS-2053,COURSE-002,2025-01-08 12:36:00,2025-01-08 15:25:00,7.0,7,0
LMS-2053,COURSE-006,2024-10-22 20:56:00,2024-10-22 22:14:00,28.0,0,4
LMS-2053,COURSE-006,2024-10-10 12:02:00,2024-10-10 13:39:00,36.0,0,1
LMS-2053,COURSE-008,2024-11-09 20:03:00,2024-11-09 21:53:00,27.0,9,2
LMS-2053,COURSE-004,2025-02-23 16:36:00,2025-02-23 17:12:00,13.0,4,4
LMS-2053,COURSE-009,2024-12-10 09:38:00,2024-12-10 11:55:00,6.0,8,4
LMS-2053,COURSE-005,2025-01-29 16:51:00,2025-01-29 17:17:00,6.0,6,1
LMS-2053,COURSE-001,2024-11-02 20:38:00,2024-11-02 23:08:00,6.0,2,3
LMS-2053,COURSE-005,2025-02-12 08:43:00,2025-02-12 09:55:00,49.0,6,0
LMS-2053,COURSE-010,2024-12-11 21:33:00,2024-12-12 00:30:00,14.0,4,3
LMS-2053,COURSE-005,2025-03-23 15:06:00,2025-03-23 17:11:00,39.0,7,3
LMS-2053,COURSE-003,2024-10-10 16:39:00,2024-10-10 18:58:00,32.0,9,3
LMS-2053,COURSE-005,2024-12-28 17:13:00,2024-12-28 18:38:00,32.0,7,0
LMS-2053,COURSE-002,2025-03-06 20:50:00,2025-03-06 22:39:00,35.0,5,3
LMS-2053,COURSE-002,2025-02-01 13:19:00,2025-02-01 15:04:00,45.0,8,3
LMS-2053,COURSE-008,2024-09-17 21:01:00,2024-09-17 23:44:00,41.0,8,2
LMS-2053,COURSE-006,2025-04-05 10:31:00,2025-04-05 10:45:00,18.0,9,4
LMS-2054,COURSE-001,2025-01-17 07:42:00,2025-01-17 09:54:00,37.0,8,0
LMS-2054,COURSE-002,2025-01-05 11:41:00,2025-01-05 13:01:00,17.0,4,3
LMS-2054,COURSE-003,2024-11-22 07:16:00,2024-11-22 07:34:00,9.0,7,1
LMS-2054,COURSE-002,2025-04-22 07:26:00,2025-04-22 07:37:00,25.0,6,2
LMS-2054,COURSE-004,2024-12-09 15:09:00,2024-12-09 16:25:00,34.0,5,3
LMS-2054,COURSE-002,2024-10-02 12:46:00,2024-10-02 15:30:00,8.0,3,4
LMS-2054,COURSE-010,2025-03-11 14:50:00,2025-03-11 16:11:00,9.0,3,1
LMS-2054,COURSE-003,2025-02-06 20:55:00,2025-02-06 21:42:00,11.0,2,4
LMS-2054,COURSE-007,2025-02-06 07:03:00,2025-02-06 08:12:00,15.0,8,3
LMS-2054,COURSE-004,2025-03-08 19:37:00,2025-03-08 20:58:00,5.0,2,4
LMS-2054,COURSE-001,2024-12-15 10:50:00,2024-12-15 12:26:00,23.0,6,1
LMS-2054,COURSE-009,2024-10-18 11:24:00,2024-10-18 12:07:00,24.0,1,1
LMS-2054,COURSE-006,2025-01-23 09:44:00,2025-01-23 11:00:00,3.0,5,2
LMS-2054,COURSE-001,2025-03-12 17:02:00,2025-03-12 17:20:00,,5,1
LMS-2054,COURSE-001,2025-04-19 13:41:00,2025-04-19 14:06:00,49.0,8,1
LMS-2054,COURSE-009,2024-10-06 19:01:00,2024-10-06 21:15:00,30.0,1,3
LMS-2054,COURSE-007,2024-10-09 16:49:00,2024-10-09 17:49:00,32.0,3,3
LMS-2054,COURSE-008,2025-03-31 18:15:00,2025-03-31 19:05:00,2.0,1,4
LMS-2054,COURSE-003,2025-02-14 20:45:00,2025-02-14 22:18:00,20.0,5,0
LMS-2054,COURSE-002,2025-03-06 15:49:00,2025-03-06 17:41:00,10.0,5,0
LMS-2054,COURSE-009,2025-04-15 15:56:00,2025-04-15 18:36:00,34.0,5,1
LMS-2054,COURSE-004,2025-03-29 14:34:00,2025-03-29 17:08:00,,4,1
LMS-2054,COURSE-005,2024-11-25 13:25:00,2024-11-25 15:27:00,,1,4
LMS-2054,COURSE-006,2025-02-27 14:29:00,2025-02-27 15:25:00,42.0,7,0
LMS-2054,COURSE-008,2025-02-13 13:34:00,2025-02-13 15:36:00,14.0,9,1
LMS-2054,COURSE-001,2025-04-18 08:33:00,2025-04-18 11:02:00,44.0,9,4
LMS-2054,COURSE-006,2024-12-24 17:56:00,2024-12-24 20:40:00,44.0,3,3
LMS-2054,COURSE-009,2025-04-20 08:12:00,2025-04-20 08:19:00,37.0,8,4
LMS-2054,COURSE-008,2025-04-02 15:03:00,2025-04-02 17:31:00,46.0,7,3
LMS-2054,COURSE-002,2024-11-30 14:34:00,2024-11-30 16:11:00,35.0,9,4
LMS-2054,COURSE-002,2025-02-07 17:37:00,2025-02-07 19:21:00,20.0,5,1
LMS-2054,COURSE-001,2024-09-27 20:38:00,2024-09-27 22:25:00,45.0,0,1
LMS-2054,COURSE-009,2025-01-24 20:51:00,2025-01-24 22:59:00,35.0,9,1
LMS-2054,COURSE-009,2025-02-24 08:53:00,2025-02-24 09:29:00,5.0,3,4
LMS-2054,COURSE-006,2024-10-20 21:51:00,2024-10-21 00:21:00,5.0,4,0
LMS-2054,COURSE-008,2024-11-13 18:32:00,2024-11-13 19:17:00,40.0,9,4
LMS-2054,COURSE-007,2025-03-21 21:42:00,2025-03-21 23:12:00,,2,4
LMS-2054,COURSE-009,2025-03-24 17:25:00,2025-03-24 18:49:00,3.0,3,3
LMS-2054,COURSE-006,2024-11-15 20:02:00,2024-11-15 22:34:00,4.0,6,4
LMS-2054,COURSE-010,2025-01-18 18:25:00,2025-01-18 20:05:00,29.0,8,0
LMS-2054,COURSE-002,2025-04-14 17:22:00,2025-04-14 17:48:00,42.0,0,3
LMS-2054,COURSE-001,2025-01-14 21:20:00,2025-01-14 22:43:00,27.0,1,4
LMS-2054,COURSE-001,2024-11-13 07:48:00,2024-11-13 09:28:00,43.0,4,0
LMS-2054,COURSE-001,2025-02-23 16:22:00,2025-02-23 18:17:00,48.0,7,2
LMS-2054,COURSE-010,2024-12-16 11:44:00,2024-12-16 13:25:00,18.0,1,3
LMS-2054,COURSE-008,2025-04-16 11:03:00,2025-04-16 12:34:00,32.0,8,3
LMS-2054,COURSE-004,2025-01-11 17:36:00,2025-01-11 18:06:00,33.0,1,4
LMS-2054,COURSE-009,2024-12-07 12:19:00,2024-12-07 14:26:00,8.0,9,1
LMS-2054,COURSE-001,2025-01-28 15:23:00,2025-01-28 17:25:00,40.0,0,2
LMS-2055,COURSE-002,2024-11-28 21:16:00,2024-11-28 23:21:00,29.0,7,0
LMS-2055,COURSE-002,2024-09-07 21:02:00,2024-09-07 23:29:00,34.0,3,4
LMS-2055,COURSE-009,2024-11-10 19:47:00,2024-11-10 20:23:00,41.0,9,0
LMS-2055,COURSE-002,2024-10-01 14:01:00,2024-10-01 14:16:00,8.0,1,4
LMS-2055,COURSE-009,2025-03-09 09:54:00,2025-03-09 11:22:00,11.0,9,3
LMS-2055,COURSE-005,2024-10-31 21:57:00,2024-10-31 23:29:00,43.0,3,1
LMS-2055,COURSE-002,2024-11-29 08:51:00,2024-11-29 10:01:00,27.0,2,1
LMS-2055,COURSE-009,2025-01-09 15:25:00,2025-01-09 18:22:00,39.0,0,0
LMS-2055,COURSE-009,2025-04-10 08:48:00,2025-04-10 11:28:00,8.0,8,2
LMS-2055,COURSE-003,2025-01-19 21:03:00,2025-01-19 22:17:00,13.0,7,2
