student_id,course_id,timestamp,activity_type,duration_minutes,video_id,completion_pct,score
CR-1010,COURSE-009,09/02/2024 09:12 PM,quiz_attempt,6.2,,,58.6
CR-1010,COURSE-004,12/01/2024 12:38 PM,reading,19.7,,,
CR-1010,COURSE-010,10/28/2024 08:26 PM,video_watch,6.0,VID-042,0.87,
CR-1010,COURSE-006,01/25/2025 04:28 PM,quiz_attempt,20.4,,,58.5
CR-1010,COURSE-001,12/06/2024 01:57 PM,reading,36.2,,,
CR-1010,COURSE-004,10/16/2024 09:26 AM,reading,34.5,,,
CR-1010,COURSE-003,03/12/2025 10:34 PM,assignment_submit,,,,
CR-1010,COURSE-004,09/25/2024 06:37 PM,reading,0.8,,,
CR-1010,COURSE-010,03/29/2025 09:43 PM,quiz_attempt,,,,57.5
CR-1010,COURSE-010,03/07/2025 01:30 PM,quiz_attempt,6.4,,,82.1
CR-1010,COURSE-010,04/28/2025 08:02 AM,video_watch,21.7,VID-026,0.53,
CR-1010,COURSE-001,09/15/2024 06:15 PM,video_watch,0.2,VID-003,0.82,
CR-1010,COURSE-010,03/01/2025 06:37 PM,video_watch,5.6,VID-038,0.85,
CR-1010,COURSE-006,09/21/2024 03:50 PM,video_watch,34.4,VID-020,0.55,
CR-1010,COURSE-006,12/03/2024 05:09 PM,assignment_submit,4.1,,,
CR-1010,COURSE-007,12/27/2024 12:21 PM,video_watch,17.7,VID-040,0.92,
CR-1010,COURSE-008,11/12/2024 04:26 PM,reading,68.0,,,
CR-1010,COURSE-008,10/19/2024 06:27 PM,quiz_attempt,27.1,,,73.0
CR-1010,COURSE-009,01/13/2025 05:35 PM,assignment_submit,2.7,,,
CR-1010,COURSE-001,09/25/2024 04:52 PM,video_watch,1.6,VID-042,0.58,
CR-1010,COURSE-006,11/26/2024 09:11 AM,forum_post,6.9,,,
CR-1010,COURSE-001,12/21/2024 11:00 AM,reading,7.5,,,
CR-1010,COURSE-009,12/25/2024 08:29 PM,reading,3.6,,,
CR-1010,COURSE-010,11/14/2024 03:21 PM,forum_post,3.3,,,
CR-1010,COURSE-004,03/21/2025 10:23 AM,video_watch,48.6,VID-016,0.51,
CR-1010,COURSE-003,03/12/2025 10:25 PM,quiz_attempt,48.5,,,69.6
CR-1010,COURSE-005,10/19/2024 05:32 PM,video_watch,58.9,VID-002,0.75,
CR-1010,COURSE-006,10/26/2024 10:47 AM,video_watch,8.2,VID-025,0.87,
CR-1010,COURSE-005,12/18/2024 11:36 AM,quiz_attempt,15.7,,,72.5
CR-1010,COURSE-002,02/27/2025 12:17 PM,video_watch,2.7,VID-018,0.82,
CR-1010,COURSE-001,10/24/2024 05:20 PM,video_watch,44.3,VID-031,0.87,
CR-1010,COURSE-003,01/20/2025 06:32 PM,video_watch,5.1,VID-047,0.61,
CR-1010,COURSE-007,01/10/2025 07:28 PM,reading,4.9,,,
CR-1010,COURSE-010,01/11/2025 08:57 AM,video_watch,11.9,VID-043,0.77,
CR-1010,COURSE-002,09/09/2024 09:56 PM,video_watch,25.5,VID-015,0.88,
CR-1010,COURSE-003,02/24/2025 07:38 PM,quiz_attempt,10.4,,,58.6
CR-1010,COURSE-010,03/29/2025 05:19 PM,video_watch,0.1,VID-038,0.51,
CR-1010,COURSE-006,12/07/2024 07:04 PM,video_watch,89.3,VID-045,0.74,
CR-1010,COURSE-009,01/09/2025 05:56 PM,video_watch,8.4,VID-003,0.7,
CR-1010,COURSE-002,03/08/2025 01:40 PM,video_watch,5.6,VID-013,0.53,
CR-1010,COURSE-007,04/05/2025 09:36 AM,video_watch,2.7,VID-003,0.71,
CR-1010,COURSE-001,03/05/2025 08:41 AM,forum_post,6.3,,,
CR-1010,COURSE-005,12/07/2024 05:17 PM,video_watch,19.7,VID-046,0.43,
CR-1010,COURSE-009,09/30/2024 03:33 PM,video_watch,63.9,VID-020,0.65,
CR-1010,COURSE-010,02/02/2025 03:31 PM,assignment_submit,11.4,,,
CR-1010,COURSE-007,02/25/2025 05:28 PM,quiz_attempt,27.4,,,54.7
CR-1010,COURSE-005,12/15/2024 07:52 PM,quiz_attempt,17.3,,,65.7
CR-1010,COURSE-001,03/26/2025 08:27 PM,assignment_submit,15.6,,,
CR-1010,COURSE-010,09/18/2024 09:52 AM,video_watch,8.9,VID-039,0.26,
CR-1010,COURSE-008,10/20/2024 01:41 PM,reading,18.0,,,
CR-1010,COURSE-007,04/08/2025 05:16 PM,forum_post,1.2,,,
CR-1010,COURSE-006,03/25/2025 01:53 PM,video_watch,13.3,VID-012,0.5,
CR-1010,COURSE-010,01/19/2025 12:40 PM,video_watch,30.1,VID-009,0.87,
CR-1010,COURSE-008,04/18/2025 10:41 AM,quiz_attempt,38.6,,,91.9
CR-1010,COURSE-004,03/29/2025 02:08 PM,forum_post,16.4,,,
CR-1010,COURSE-005,12/30/2024 09:03 PM,reading,72.1,,,
CR-1010,COURSE-009,09/29/2024 09:11 AM,video_watch,8.0,VID-045,0.54,
CR-1010,COURSE-006,09/29/2024 10:47 AM,reading,0.8,,,
CR-1010,COURSE-010,04/21/2025 06:15 PM,video_watch,2.2,VID-032,0.4,
CR-1010,COURSE-001,11/17/2024 04:47 PM,video_watch,2.6,VID-026,0.89,
CR-1010,COURSE-004,01/01/2025 01:54 PM,reading,1.7,,,
CR-1010,COURSE-004,01/01/2025 03:57 PM,assignment_submit,4.9,,,
CR-1010,COURSE-006,03/13/2025 03:45 PM,reading,69.0,,,
CR-1010,COURSE-003,11/24/2024 06:04 PM,video_watch,16.8,VID-002,0.5,
CR-1010,COURSE-009,10/01/2024 06:22 PM,reading,0.3,,,
CR-1010,COURSE-005,04/15/2025 09:38 AM,assignment_submit,34.6,,,
CR-1010,COURSE-004,02/20/2025 12:28 PM,video_watch,13.8,VID-038,0.77,
CR-1010,COURSE-003,11/06/2024 08:00 AM,video_watch,39.3,VID-019,0.82,
CR-1010,COURSE-005,02/22/2025 01:02 PM,video_watch,54.5,VID-005,0.82,
CR-1010,COURSE-010,12/25/2024 07:12 PM,quiz_attempt,38.8,,,77.7
CR-1010,COURSE-009,04/12/2025 09:23 PM,video_watch,2.1,VID-023,0.86,
CR-1010,COURSE-009,11/02/2024 12:21 PM,video_watch,28.8,VID-018,0.58,
CR-1010,COURSE-001,01/29/2025 12:13 PM,forum_post,0.4,,,
CR-1010,COURSE-001,09/23/2024 04:42 PM,video_watch,8.9,VID-029,0.85,
CR-1010,COURSE-008,04/26/2025 08:38 AM,quiz_attempt,10.3,,,70.5
CR-1010,COURSE-008,04/07/2025 01:34 PM,assignment_submit,,,,
CR-1010,COURSE-008,03/15/2025 05:09 PM,video_watch,59.6,VID-027,0.5,
CR-1010,COURSE-008,04/15/2025 05:15 PM,assignment_submit,1.7,,,
CR-1010,COURSE-004,09/21/2024 09:42 AM,video_watch,6.5,VID-032,0.34,
CR-1010,COURSE-004,10/31/2024 01:02 PM,forum_post,7.5,,,
CR-1010,COURSE-002,09/01/2024 12:05 PM,video_watch,17.5,VID-045,0.66,
CR-1010,COURSE-010,04/04/2025 06:30 PM,forum_post,1.6,,,
CR-1010,COURSE-008,02/11/2025 05:47 PM,quiz_attempt,57.6,,,68.3
CR-1010,COURSE-004,09/25/2024 06:31 PM,reading,15.7,,,
CR-1010,COURSE-003,09/26/2024 04:59 PM,video_watch,90.4,VID-020,0.5,
CR-1010,COURSE-007,09/11/2024 10:48 PM,quiz_attempt,14.3,,,59.8
CR-1010,COURSE-002,12/10/2024 12:14 PM,video_watch,4.3,VID-044,0.72,
CR-1010,COURSE-008,11/29/2024 10:10 AM,assignment_submit,79.4,,,
CR-1010,COURSE-007,01/17/2025 12:17 PM,forum_post,0.5,,,
CR-1010,COURSE-003,03/21/2025 10:08 AM,video_watch,3.8,VID-044,0.5,
CR-1010,COURSE-002,03/07/2025 11:43 AM,reading,26.2,,,
CR-1011,COURSE-009,11/17/2024 03:08 PM,video_watch,86.2,VID-037,0.85,
CR-1011,COURSE-006,12/04/2024 09:05 AM,quiz_attempt,0.2,,,44.0
CR-1011,COURSE-002,09/12/2024 08:01 PM,reading,25.7,,,
CR-1011,COURSE-001,04/12/2025 02:29 PM,quiz_attempt,0.3,,,61.3
CR-1011,COURSE-008,11/27/2024 12:55 PM,video_watch,4.4,VID-040,0.84,
CR-1011,COURSE-008,10/27/2024 06:27 PM,reading,24.3,,,
CR-1011,COURSE-010,02/09/2025 06:21 PM,quiz_attempt,1.9,,,79.1
CR-1011,COURSE-002,09/28/2024 06:17 PM,reading,31.1,,,
CR-1011,COURSE-008,12/27/2024 08:52 PM,assignment_submit,5.6,,,
CR-1011,COURSE-008,04/13/2025 08:33 AM,reading,9.1,,,
CR-1011,COURSE-007,03/04/2025 12:33 PM,quiz_attempt,24.6,,,64.6
CR-1011,COURSE-006,03/25/2025 12:49 PM,video_watch,85.3,VID-018,0.34,
CR-1011,COURSE-008,01/26/2025 10:47 AM,quiz_attempt,40.3,,,73.5
CR-1011,COURSE-009,10/18/2024 10:17 AM,forum_post,0.9,,,
CR-1011,COURSE-009,12/25/2024 09:43 PM,forum_post,3.1,,,
CR-1011,COURSE-010,11/19/2024 06:39 PM,video_watch,10.2,VID-019,0.48,
CR-1011,COURSE-005,09/30/2024 01:02 PM,video_watch,,VID-011,0.67,
CR-1011,COURSE-001,12/20/2024 09:28 AM,assignment_submit,36.1,,,
CR-1011,COURSE-001,03/19/2025 12:53 PM,reading,37.1,,,
CR-1011,COURSE-001,12/13/2024 08:18 PM,video_watch,25.0,VID-033,0.84,
CR-1011,COURSE-006,03/18/2025 10:52 PM,forum_post,10.1,,,
CR-1011,COURSE-008,03/09/2025 02:45 PM,reading,9.3,,,
CR-1011,COURSE-003,02/23/2025 03:38 PM,video_watch,30.1,VID-038,0.79,
CR-1011,COURSE-004,01/05/2025 08:32 AM,assignment_submit,26.1,,,
CR-1011,COURSE-005,10/03/2024 07:48 PM,video_watch,7.6,VID-005,0.71,
CR-1011,COURSE-009,10/16/2024 03:09 PM,quiz_attempt,60.2,,,107.9
CR-1011,COURSE-001,09/12/2024 05:24 PM,quiz_attempt,0.8,,,76.7
CR-1011,COURSE-008,04/06/2025 09:38 PM,quiz_attempt,3.7,,,98.7
CR-1011,COURSE-008,01/10/2025 08:29 PM,video_watch,2.2,VID-031,0.76,
CR-1011,COURSE-007,03/03/2025 08:57 AM,quiz_attempt,14.6,,,73.1
CR-1011,COURSE-009,04/28/2025 05:39 PM,reading,12.3,,,
CR-1011,COURSE-009,03/02/2025 02:35 PM,reading,12.5,,,
CR-1011,COURSE-002,01/19/2025 10:28 PM,video_watch,17.5,VID-027,0.8,
CR-1011,COURSE-009,09/23/2024 03:31 PM,assignment_submit,0.8,,,
CR-1011,COURSE-010,10/01/2024 12:47 PM,forum_post,11.0,,,
CR-1011,COURSE-003,02/03/2025 06:24 PM,assignment_submit,5.7,,,
CR-1011,COURSE-007,02/13/2025 10:44 AM,quiz_attempt,6.6,,,72.1
CR-1011,COURSE-004,01/04/2025 03:16 PM,assignment_submit,27.7,,,
CR-1011,COURSE-008,10/12/2024 07:47 PM,assignment_submit,11.6,,,
CR-1011,COURSE-002,12/22/2024 06:28 PM,reading,41.3,,,
CR-1011,COURSE-008,09/19/2024 03:55 PM,video_watch,7.6,VID-029,0.85,
CR-1011,COURSE-002,01/18/2025 04:38 PM,quiz_attempt,31.9,,,80.3
CR-1011,COURSE-006,04/14/2025 01:55 PM,video_watch,2.2,VID-005,0.82,
CR-1011,COURSE-009,04/23/2025 05:55 PM,forum_post,3.6,,,
CR-1011,COURSE-009,01/26/2025 12:22 PM,forum_post,15.4,,,
CR-1011,COURSE-008,03/01/2025 09:21 PM,reading,25.7,,,
CR-1011,COURSE-002,10/09/2024 12:49 PM,video_watch,69.4,VID-040,0.71,
CR-1011,COURSE-008,11/01/2024 02:45 PM,video_watch,,VID-025,0.42,
CR-1011,COURSE-010,02/05/2025 08:58 AM,assignment_submit,13.3,,,
CR-1011,COURSE-001,10/15/2024 07:26 PM,forum_post,7.3,,,
CR-1011,COURSE-006,01/16/2025 06:37 PM,assignment_submit,69.4,,,
CR-1011,COURSE-001,10/04/2024 11:36 AM,forum_post,0.6,,,
CR-1011,COURSE-003,04/01/2025 03:18 PM,quiz_attempt,13.2,,,55.9
CR-1011,COURSE-008,11/22/2024 10:05 PM,assignment_submit,6.3,,,
CR-1011,COURSE-001,02/18/2025 02:48 PM,quiz_attempt,18.5,,,61.0
CR-1011,COURSE-004,02/11/2025 12:36 PM,video_watch,9.3,VID-025,0.44,
CR-1011,COURSE-003,09/24/2024 06:08 PM,reading,33.0,,,
CR-1011,COURSE-003,03/04/2025 08:22 PM,forum_post,5.7,,,
CR-1011,COURSE-002,11/19/2024 08:11 AM,video_watch,32.1,VID-031,0.54,
CR-1011,COURSE-002,10/04/2024 02:03 PM,quiz_attempt,64.3,,,82.7
CR-1011,COURSE-003,10/07/2024 08:20 AM,assignment_submit,1.7,,,
CR-1011,COURSE-008,04/17/2025 09:40 AM,quiz_attempt,7.9,,,72.0
CR-1011,COURSE-010,03/13/2025 10:03 AM,video_watch,70.5,VID-037,0.77,
CR-1011,COURSE-001,09/06/2024 09:09 AM,assignment_submit,7.6,,,
CR-1011,COURSE-002,03/12/2025 11:02 AM,quiz_attempt,0.5,,,72.2
CR-1011,COURSE-004,01/23/2025 02:45 PM,video_watch,62.1,VID-017,0.73,
CR-1011,COURSE-005,01/27/2025 08:53 PM,quiz_attempt,8.3,,,76.9
CR-1011,COURSE-005,10/26/2024 11:16 AM,quiz_attempt,73.6,,,96.3
CR-1011,COURSE-008,12/29/2024 11:28 AM,reading,16.8,,,
CR-1011,COURSE-006,12/06/2024 09:14 AM,reading,1.8,,,
CR-1011,COURSE-001,10/16/2024 08:26 AM,assignment_submit,6.8,,,
CR-1011,COURSE-003,12/30/2024 09:23 PM,video_watch,9.7,VID-049,0.49,
CR-1011,COURSE-005,01/23/2025 03:48 PM,reading,18.1,,,
CR-1011,COURSE-002,03/22/2025 04:56 PM,quiz_attempt,,,,73.6
CR-1011,COURSE-010,10/13/2024 02:22 PM,reading,18.6,,,
CR-1011,COURSE-006,11/04/2024 01:49 PM,video_watch,21.7,VID-025,0.34,
CR-1011,COURSE-004,04/15/2025 05:00 PM,quiz_attempt,6.7,,,72.2
CR-1011,COURSE-007,09/12/2024 05:49 PM,video_watch,,VID-036,0.88,
CR-1011,COURSE-009,01/06/2025 10:54 PM,video_watch,10.5,VID-002,0.71,
CR-1011,COURSE-010,09/15/2024 08:51 PM,video_watch,4.2,VID-007,0.9,
CR-1011,COURSE-006,10/13/2024 05:06 PM,assignment_submit,1.4,,,
CR-1011,COURSE-001,11/04/2024 09:55 AM,forum_post,8.3,,,
CR-1011,COURSE-008,10/31/2024 02:20 PM,quiz_attempt,1.5,,,69.6
CR-1011,COURSE-004,01/04/2025 08:23 AM,forum_post,1.4,,,
CR-1011,COURSE-008,12/04/2024 02:12 PM,video_watch,14.8,VID-026,0.71,
CR-1011,COURSE-010,09/29/2024 12:16 PM,video_watch,10.2,VID-042,0.82,
CR-1011,COURSE-010,02/22/2025 05:29 PM,video_watch,27.0,VID-001,0.83,
CR-1011,COURSE-006,10/22/2024 06:08 PM,forum_post,3.1,,,
CR-1012,COURSE-004,11/23/2024 12:18 PM,forum_post,1.3,,,
CR-1012,COURSE-002,01/15/2025 04:21 PM,video_watch,34.7,VID-043,0.75,
CR-1012,COURSE-005,09/16/2024 08:50 AM,quiz_attempt,,,,60.0
CR-1012,COURSE-006,01/03/2025 08:25 AM,forum_post,2.1,,,
CR-1012,COURSE-004,02/08/2025 09:29 AM,video_watch,0.1,VID-043,0.63,
CR-1012,COURSE-008,01/24/2025 08:58 PM,reading,55.8,,,
CR-1012,COURSE-003,03/30/2025 04:27 PM,video_watch,39.6,VID-010,0.68,
CR-1012,COURSE-009,01/29/2025 07:24 PM,video_watch,3.9,VID-034,0.74,
CR-1012,COURSE-004,12/02/2024 05:13 PM,forum_post,1.3,,,
CR-1012,COURSE-005,02/01/2025 11:47 AM,reading,40.8,,,
CR-1012,COURSE-003,04/02/2025 07:15 PM,assignment_submit,6.8,,,
CR-1012,COURSE-010,09/29/2024 10:17 PM,forum_post,0.3,,,
CR-1012,COURSE-004,10/09/2024 12:00 PM,quiz_attempt,6.4,,,92.5
CR-1012,COURSE-007,12/19/2024 08:33 AM,reading,35.0,,,
CR-1012,COURSE-005,11/04/2024 08:00 PM,video_watch,12.6,VID-049,0.41,
CR-1012,COURSE-009,11/03/2024 10:16 PM,quiz_attempt,11.1,,,89.4
CR-1012,COURSE-006,10/29/2024 09:04 AM,video_watch,1.1,VID-017,0.74,
CR-1012,COURSE-009,12/31/2024 04:02 PM,quiz_attempt,33.2,,,83.3
CR-1012,COURSE-010,12/03/2024 09:31 AM,video_watch,2.7,VID-001,0.69,
CR-1012,COURSE-005,04/27/2025 01:58 PM,video_watch,,VID-020,0.79,
CR-1012,COURSE-007,11/17/2024 11:25 AM,assignment_submit,47.8,,,
CR-1012,COURSE-009,11/09/2024 10:28 PM,forum_post,12.0,,,
CR-1012,COURSE-009,02/01/2025 03:21 PM,assignment_submit,63.3,,,
CR-1012,COURSE-009,02/16/2025 11:22 AM,video_watch,4.0,VID-016,0.68,
CR-1012,COURSE-009,04/14/2025 03:58 PM,video_watch,13.0,VID-038,0.7,
CR-1012,COURSE-010,03/02/2025 11:34 AM,video_watch,0.1,VID-014,0.91,
CR-1012,COURSE-004,03/14/2025 08:17 PM,quiz_attempt,9.7,,,66.1
CR-1012,COURSE-008,10/24/2024 10:57 PM,quiz_attempt,0.1,,,60.4
CR-1012,COURSE-008,09/19/2024 03:27 PM,video_watch,20.6,VID-003,0.79,
CR-1012,COURSE-005,12/03/2024 12:11 PM,quiz_attempt,1.2,,,59.3
CR-1012,COURSE-004,10/23/2024 10:45 PM,reading,9.5,,,
CR-1012,COURSE-005,02/15/2025 01:46 PM,reading,38.0,,,
CR-1012,COURSE-004,01/17/2025 08:08 PM,reading,20.9,,,
CR-1012,COURSE-007,02/01/2025 01:41 PM,assignment_submit,11.1,,,
CR-1012,COURSE-010,03/30/2025 08:12 AM,video_watch,16.8,VID-002,0.49,
CR-1012,COURSE-001,11/23/2024 10:31 PM,assignment_submit,28.8,,,
CR-1012,COURSE-002,01/19/2025 09:58 PM,video_watch,5.6,VID-043,0.72,
CR-1012,COURSE-001,02/24/2025 10:42 PM,quiz_attempt,15.2,,,79.9
CR-1012,COURSE-001,12/01/2024 09:22 PM,assignment_submit,38.0,,,
CR-1012,COURSE-006,09/15/2024 11:41 AM,quiz_attempt,20.6,,,70.2
CR-1012,COURSE-009,02/19/2025 06:28 PM,reading,8.7,,,
CR-1012,COURSE-004,11/22/2024 09:21 AM,video_watch,25.5,VID-025,0.72,
CR-1012,COURSE-004,09/16/2024 01:47 PM,quiz_attempt,32.4,,,91.9
CR-1012,COURSE-009,10/06/2024 09:46 AM,video_watch,12.2,VID-010,0.7,
CR-1012,COURSE-008,11/10/2024 10:56 AM,reading,9.5,,,
CR-1012,COURSE-004,12/10/2024 02:11 PM,quiz_attempt,5.7,,,73.7
CR-1012,COURSE-002,10/11/2024 02:25 PM,video_watch,24.7,VID-021,0.89,
CR-1012,COURSE-004,10/25/2024 08:14 PM,forum_post,2.4,,,
CR-1012,COURSE-004,01/06/2025 04:09 PM,video_watch,,VID-041,0.83,
CR-1012,COURSE-005,11/02/2024 11:24 AM,video_watch,10.0,VID-009,0.91,
CR-1012,COURSE-009,11/11/2024 12:04 PM,quiz_attempt,53.1,,,44.4
CR-1012,COURSE-001,10/03/2024 09:13 AM,video_watch,10.3,VID-025,0.84,
CR-1012,COURSE-002,11/22/2024 03:33 PM,assignment_submit,3.4,,,
CR-1012,COURSE-004,11/11/2024 07:22 PM,video_watch,72.2,VID-042,0.72,
CR-1012,COURSE-008,03/13/2025 07:18 PM,quiz_attempt,17.8,,,44.9
CR-1012,COURSE-004,02/02/2025 07:08 PM,video_watch,28.2,VID-001,0.59,
CR-1012,COURSE-006,10/08/2024 02:48 PM,video_watch,0.2,VID-014,0.82,
CR-1012,COURSE-007,09/10/2024 05:47 PM,video_watch,25.7,VID-037,0.93,
CR-1012,COURSE-007,11/07/2024 10:08 PM,reading,23.6,,,
CR-1012,COURSE-006,03/10/2025 08:39 PM,assignment_submit,42.3,,,
CR-1012,COURSE-006,04/10/2025 08:15 AM,quiz_attempt,6.5,,,66.3
CR-1012,COURSE-002,12/16/2024 09:06 AM,video_watch,12.4,VID-006,0.83,
CR-1012,COURSE-010,10/01/2024 02:08 PM,video_watch,58.3,VID-033,0.95,
CR-1012,COURSE-005,12/05/2024 01:44 PM,assignment_submit,19.2,,,
CR-1012,COURSE-005,04/13/2025 07:30 PM,forum_post,11.0,,,
CR-1012,COURSE-006,11/17/2024 10:42 AM,video_watch,7.6,VID-037,0.69,
CR-1012,COURSE-008,04/12/2025 06:52 PM,quiz_attempt,2.8,,,59.8
CR-1012,COURSE-003,10/13/2024 07:50 PM,reading,,,,
CR-1013,COURSE-008,09/26/2024 08:27 PM,video_watch,12.2,VID-036,0.86,
CR-1013,COURSE-003,11/13/2024 04:30 PM,forum_post,4.5,,,
CR-1013,COURSE-008,02/24/2025 01:25 PM,quiz_attempt,16.4,,,50.5
CR-1013,COURSE-007,03/01/2025 08:47 AM,quiz_attempt,43.5,,,59.2
CR-1013,COURSE-008,10/08/2024 09:18 AM,quiz_attempt,20.2,,,60.9
CR-1013,COURSE-009,12/11/2024 09:48 PM,reading,6.9,,,
CR-1013,COURSE-004,04/11/2025 02:18 PM,quiz_attempt,31.7,,,53.0
CR-1013,COURSE-009,10/10/2024 01:37 PM,video_watch,18.9,VID-011,0.65,
CR-1013,COURSE-008,11/29/2024 01:27 PM,quiz_attempt,39.1,,,72.7
CR-1013,COURSE-002,12/22/2024 09:55 PM,quiz_attempt,16.5,,,81.1
CR-1013,COURSE-010,01/09/2025 01:54 PM,quiz_attempt,28.0,,,67.0
CR-1013,COURSE-002,03/25/2025 02:35 PM,reading,23.8,,,
CR-1013,COURSE-010,04/10/2025 06:38 PM,reading,3.7,,,
CR-1013,COURSE-006,09/01/2024 06:49 PM,video_watch,19.8,VID-017,0.43,
CR-1013,COURSE-006,03/24/2025 01:55 PM,assignment_submit,1.7,,,
CR-1013,COURSE-005,03/25/2025 10:57 PM,video_watch,2.7,VID-032,0.72,
CR-1013,COURSE-001,10/30/2024 08:00 PM,video_watch,18.6,VID-038,0.59,
CR-1013,COURSE-001,02/24/2025 10:55 PM,reading,8.3,,,
CR-1013,COURSE-009,01/12/2025 04:00 PM,reading,20.6,,,
CR-1013,COURSE-002,01/09/2025 08:18 AM,assignment_submit,20.4,,,
CR-1013,COURSE-001,03/07/2025 09:35 PM,video_watch,22.2,VID-020,0.91,
CR-1013,COURSE-007,02/17/2025 10:32 PM,video_watch,0.1,VID-024,0.36,
CR-1013,COURSE-003,11/28/2024 07:14 PM,quiz_attempt,4.3,,,82.5
CR-1013,COURSE-009,10/16/2024 10:31 PM,video_watch,4.2,VID-035,0.85,
CR-1013,COURSE-004,04/05/2025 10:10 PM,video_watch,10.1,VID-017,0.72,
CR-1013,COURSE-001,12/24/2024 06:36 PM,forum_post,0.1,,,
CR-1013,COURSE-004,04/01/2025 05:56 PM,video_watch,22.7,VID-017,0.47,
CR-1013,COURSE-002,12/09/2024 06:36 PM,quiz_attempt,13.1,,,68.4
CR-1013,COURSE-002,03/08/2025 04:12 PM,quiz_attempt,14.6,,,62.2
CR-1013,COURSE-003,11/20/2024 02:23 PM,video_watch,9.0,VID-013,0.56,
CR-1013,COURSE-002,11/26/2024 09:49 AM,reading,7.9,,,
CR-1013,COURSE-007,11/19/2024 06:32 PM,video_watch,21.0,VID-048,0.92,
CR-1013,COURSE-001,01/01/2025 05:05 PM,video_watch,7.2,VID-017,0.96,
CR-1013,COURSE-008,02/11/2025 10:57 AM,video_watch,3.9,VID-017,0.98,
CR-1013,COURSE-004,10/22/2024 09:42 AM,video_watch,7.1,VID-049,0.8,
CR-1013,COURSE-005,02/28/2025 11:50 AM,quiz_attempt,9.2,,,81.4
CR-1013,COURSE-010,03/14/2025 05:46 PM,video_watch,21.9,VID-018,0.77,
CR-1013,COURSE-009,11/06/2024 12:18 PM,reading,,,,
CR-1013,COURSE-001,12/31/2024 05:03 PM,video_watch,2.9,VID-027,0.69,
CR-1013,COURSE-003,09/26/2024 04:57 PM,video_watch,22.6,VID-011,0.3,
CR-1013,COURSE-001,11/17/2024 08:56 AM,quiz_attempt,9.7,,,78.8
CR-1013,COURSE-005,02/08/2025 08:28 AM,assignment_submit,0.8,,,
CR-1013,COURSE-004,04/05/2025 09:32 PM,reading,22.0,,,
CR-1013,COURSE-002,04/11/2025 08:02 PM,video_watch,1.1,VID-049,0.82,
CR-1013,COURSE-007,11/06/2024 08:59 PM,reading,2.3,,,
CR-1013,COURSE-002,03/08/2025 02:29 PM,quiz_attempt,4.8,,,73.3
CR-1013,COURSE-004,01/03/2025 03:14 PM,reading,14.1,,,
CR-1013,COURSE-002,12/30/2024 12:37 PM,reading,5.1,,,
CR-1013,COURSE-001,10/09/2024 01:25 PM,assignment_submit,53.3,,,
CR-1013,COURSE-008,01/27/2025 08:54 PM,reading,2.4,,,
CR-1013,COURSE-010,11/01/2024 10:51 PM,assignment_submit,5.5,,,
CR-1013,COURSE-010,01/09/2025 07:50 PM,forum_post,3.5,,,
CR-1013,COURSE-003,04/04/2025 09:13 AM,assignment_submit,25.7,,,
CR-1013,COURSE-007,03/20/2025 08:01 PM,video_watch,6.4,VID-021,0.88,
CR-1013,COURSE-010,02/14/2025 11:07 AM,forum_post,,,,
CR-1013,COURSE-004,04/13/2025 09:18 AM,video_watch,90.6,VID-042,0.86,
CR-1013,COURSE-010,11/26/2024 10:17 AM,assignment_submit,13.9,,,
CR-1013,COURSE-009,03/28/2025 10:36 PM,reading,4.2,,,
CR-1013,COURSE-008,11/25/2024 05:31 PM,quiz_attempt,0.6,,,68.3
CR-1013,COURSE-007,11/10/2024 08:30 AM,assignment_submit,10.0,,,
CR-1013,COURSE-006,11/11/2024 04:37 PM,video_watch,2.0,VID-020,0.74,
CR-1013,COURSE-004,12/01/2024 08:42 PM,video_watch,,VID-019,0.88,
CR-1013,COURSE-006,01/01/2025 08:00 AM,forum_post,14.4,,,
CR-1013,COURSE-002,11/19/2024 09:48 AM,video_watch,43.6,VID-008,0.93,
CR-1013,COURSE-007,01/24/2025 08:56 PM,reading,4.2,,,
CR-1013,COURSE-005,10/08/2024 04:06 PM,assignment_submit,3.9,,,
CR-1013,COURSE-004,10/08/2024 01:58 PM,reading,20.4,,,
CR-1013,COURSE-008,04/17/2025 06:24 PM,video_watch,22.6,VID-012,0.88,
CR-1013,COURSE-007,04/21/2025 09:49 AM,reading,17.2,,,
CR-1013,COURSE-003,10/26/2024 09:45 AM,video_watch,36.4,VID-003,0.77,
CR-1013,COURSE-009,04/05/2025 08:15 PM,video_watch,11.5,VID-037,0.88,
CR-1013,COURSE-005,09/02/2024 03:49 PM,video_watch,44.2,VID-043,0.68,
CR-1013,COURSE-007,01/03/2025 04:58 PM,assignment_submit,25.9,,,
CR-1013,COURSE-009,11/08/2024 08:29 AM,reading,22.2,,,
CR-1013,COURSE-005,04/01/2025 09:09 AM,video_watch,8.4,VID-013,0.84,
CR-1013,COURSE-005,09/10/2024 10:32 PM,quiz_attempt,1.5,,,106.8
CR-1013,COURSE-002,12/02/2024 09:38 PM,quiz_attempt,27.5,,,81.1
CR-1013,COURSE-010,04/18/2025 03:00 PM,video_watch,26.8,VID-031,0.94,
CR-1013,COURSE-004,11/29/2024 11:32 AM,quiz_attempt,24.8,,,99.1
CR-1013,COURSE-004,11/22/2024 10:53 PM,forum_post,3.3,,,
